"","Latitude","Longitude","Agreement","Year1","Year2","site","Window","Corr_Thres","fin"
"460",12.79798333,39.65126667,0,2008,2009,"Tsigea","Early",0.6,0
"461",12.44273333,39.80076667,0,2008,2009,"Ulaga","Early",0.6,0
"462",14.2107,39.61543333,0.5,2002,2006,"Asmena","Early",0.6,0.5
"463",14.01175,39.59356667,0.5,2002,2009,"GuemseAgamet","Early",0.6,0
"464",14.127,39.583,0.5,2002,2004,"HadushAdi","Early",0.6,0
"465",14.2,39.6,0,2004,2006,"HadushHiwet","Early",0.6,0
"466",13.96051667,39.59608333,0,2008,2009,"Sendada","Early",0.6,-0.5
"467",14.01175,39.59356667,0.5,2002,2009,"Sinkata","Early",0.6,0
"468",13.348441,39.236951,1,2004,2009,"AdekeAla","Early",0.6,0
"469",13.308802,39.229,1,2004,2009,"AdisAlemS","Early",0.6,0
"470",13.3,39.2,1,2004,2009,"AmdiWeyane","Early",0.6,0
"471",13.28738,39.177571,1,2004,2009,"HintsaWaza","Early",0.6,0
"472",13.254226,39.242201,1,2004,2009,"MayTeklia","Early",0.6,0
"473",13.237814,39.187599,0.5,2004,2009,"MetkelLemat","Early",0.6,0
"474",13.43246667,38.96085,0,2009,2011,"Gera","Early",0.6,0
"475",13.4,39,0,2009,2011,"ImbaRufael","Early",0.6,0
"476",13.24661667,39.04156667,0.5,2008,2009,"Lemlem","Early",0.6,0.5
"477",13.19138333,38.99416667,0,2004,2009,"Mearey","Early",0.6,0
"478",14.1,39.2,0,2009,2010,"AdisAlemW","Early",0.6,0
"479",14.06666667,39.02396667,0,2005,2009,"Endachiwa","Early",0.6,0
"480",14,39.1,0.5,2005,2009,"Endagahamus","Early",0.6,0
"481",14,39.1,0.5,2005,2009,"Maekelawi","Early",0.6,0
"482",13.9,38.9,0.5,2002,2009,"MaekelSegli","Early",0.6,0
"483",14,39,0,2009,2012,"Selam","Early",0.6,0
"484",14.1509,38.8504,0.5,2008,2009,"Bethans","Late",0.6,0
"485",14.107,38.963,1,2004,2009,"DebreGenetA","Late",0.6,0
"486",14.158,38.961,0.5,2008,2009,"EndaBagerima","Late",0.6,0
"487",14.23,39.015,0.5,2008,2009,"Gendebta","Late",0.6,0
"488",14.0524,38.9571,1,2004,2009,"MariamShewito","Late",0.6,0
"489",14.204,38.8843,0.5,2008,2009,"Seloda","Late",0.6,0
"490",14.0784,38.9704,1,2004,2009,"TahtayLegomti","Late",0.6,0
"491",14.2475,38.878,1,2004,2009,"Wedikeshi","Late",0.6,0.5
"492",14.19138333,39.07198333,0.5,2008,2009,"Adiyikoro","Late",0.6,0
"493",14.2262,39.08181667,1,2004,2009,"Adizata","Late",0.6,0.5
"494",14.36085,39.10301667,1,2004,2009,"Betgebez","Late",0.6,0.5
"495",14.27076667,39.08091,0.5,2004,2009,"LaelayMegariaTsemri","Late",0.6,0
"496",14.2793,39.17853333,0.5,2004,2009,"Maysuru","Late",0.6,0
"497",14.32078333,39.22411667,0.5,2004,2009,"Sero","Late",0.6,0
"498",14.21841667,39.11961667,0.5,2001,2009,"TahtayDaeroka","Late",0.6,0
"499",14.30111667,39.07828333,0.5,2004,2009,"TahtayMegariaTsebri","Late",0.6,0
"500",12.527198,39.651575,1,2004,2009,"Gerjale","Late",0.6,0
"501",12.447477,39.65574,1,2004,2009,"KuluGizeLemlem","Late",0.6,0
"502",12.466214,39.650299,1,2004,2009,"LaelayDayu","Late",0.6,0
"503",12.398839,39.657985,0.5,2004,2009,"Limaat","Late",0.6,0
"504",12.414739,39.659153,1,2004,2009,"SelamBekalsi","Late",0.6,0
"505",12.358934,39.657374,0.5,2004,2009,"SelenWuha","Late",0.6,0
"506",13.81893333,39.72011667,1,2004,2009,"BarkaAdiswha","Late",0.6,0.5
"507",13.9,39.742,1,2004,2009,"FelegeWayane","Late",0.6,0
"508",13.87976667,39.73488333,1,2004,2009,"Golgolemalee","Late",0.6,0
"509",13.81136667,39.6867,1,2004,2009,"Habees","Late",0.6,0.5
"510",13.94443333,39.72905,0.5,2008,2009,"RubaFelege","Late",0.6,-0.5
"511",13.8,39.5,0.5,2004,2009,"AbrahaAtsbaha","Late",0.6,0
"512",13.82423333,39.61081667,1,2004,2009,"AdiKisandid","Late",0.6,0.5
"513",13.75331667,39.54968333,0.5,2004,2009,"Aynalem","Late",0.6,0
"514",13.78058333,39.58768333,1,2004,2009,"Genfel","Late",0.6,0.5
"515",13.69048333,39.55716667,1,2004,2009,"MahbereWeyane","Late",0.6,0
"516",13.87613333,39.59755,1,2004,2009,"Nagash","Late",0.6,0.5
"517",13.733,39.087,1,2004,2009,"AdiHa","Late",0.6,0
"518",13.7,38.9,0,2002,2008,"Atakilti","Late",0.6,-0.5
"519",13.744,39.136,1,2004,2009,"AwetBikalsi","Late",0.6,0
"520",13.62643333,38.92838333,0.5,2008,2009,"Begashek","Late",0.6,0
"521",13.6,39,0.5,2008,2009,"DebreGenetK","Late",0.6,0
"522",13.69308333,38.89091667,0,2002,2008,"Menji","Late",0.6,-0.5
"523",12.42191667,39.67775,1,2004,2009,"AdisKigni","Late",0.6,0
"524",12.43026667,39.742,1,2004,2009,"Bala","Late",0.6,0
"525",12.86883333,39.67121667,0.5,2008,2012,"Ebo","Late",0.6,0
"526",12.8383,39.716,0,2008,2012,"Hawelti","Late",0.6,0
"527",12.5342,39.73416667,0.5,2008,2009,"Korme","Late",0.6,-0.5
"528",12.76645,39.811,0,2008,2012,"Mechare","Late",0.6,0
"529",12.79798333,39.65126667,0,2008,2012,"Tsigea","Late",0.6,0
"530",12.44273333,39.80076667,0.5,2004,2009,"Ulaga","Late",0.6,0
"531",14.2107,39.61543333,0.5,2002,2004,"Asmena","Late",0.6,0
"532",14.01175,39.59356667,0.5,2004,2009,"GuemseAgamet","Late",0.6,0
"533",14.127,39.583,0,2008,2009,"HadushAdi","Late",0.6,0
"534",14.2,39.6,0.5,2002,2004,"HadushHiwet","Late",0.6,0
"535",13.96051667,39.59608333,0.5,2004,2009,"Sendada","Late",0.6,0
"536",14.01175,39.59356667,0.5,2004,2009,"Sinkata","Late",0.6,0
"537",13.348441,39.236951,0.5,2004,2009,"AdekeAla","Late",0.6,-0.5
"538",13.308802,39.229,0.5,2004,2009,"AdisAlemS","Late",0.6,-0.5
"539",13.3,39.2,1,2004,2008,"AmdiWeyane","Late",0.6,0
"540",13.28738,39.177571,1,2004,2008,"HintsaWaza","Late",0.6,0
"541",13.254226,39.242201,0.5,2004,2009,"MayTeklia","Late",0.6,-0.5
"542",13.237814,39.187599,1,2004,2009,"MetkelLemat","Late",0.6,0
"543",13.43246667,38.96085,0,2002,2008,"Gera","Late",0.6,0
"544",13.4,39,0,2002,2008,"ImbaRufael","Late",0.6,0
"545",13.24661667,39.04156667,0,2008,2009,"Lemlem","Late",0.6,0
"546",13.19138333,38.99416667,0.5,2004,2008,"Mearey","Late",0.6,0.5
"547",14.1,39.2,0.5,2004,2009,"AdisAlemW","Late",0.6,0
"548",14.06666667,39.02396667,1,2004,2009,"Endachiwa","Late",0.6,0
"549",14,39.1,1,2004,2009,"Endagahamus","Late",0.6,0
"550",14,39.1,1,2004,2009,"Maekelawi","Late",0.6,0
"551",13.9,38.9,1,2004,2009,"MaekelSegli","Late",0.6,0.5
"552",14,39,1,2004,2009,"Selam","Late",0.6,0.5
"553",14.1509,38.8504,0,2009,2011,"Bethans","Early",0.8,-0.5
"554",14.107,38.963,0,2009,2011,"DebreGenetA","Early",0.8,0
"555",14.158,38.961,0,2009,2011,"EndaBagerima","Early",0.8,0
"556",14.23,39.015,0,2009,2010,"Gendebta","Early",0.8,0
"557",14.0524,38.9571,0,2009,2012,"MariamShewito","Early",0.8,0
"558",14.204,38.8843,0,2002,2009,"Seloda","Early",0.8,-0.5
"559",14.0784,38.9704,0,2009,2011,"TahtayLegomti","Early",0.8,0
"560",14.2475,38.878,0.5,2003,2009,"Wedikeshi","Early",0.8,0
"561",14.19138333,39.07198333,0.5,2002,2009,"Adiyikoro","Early",0.8,0
"562",14.2262,39.08181667,0.5,2002,2009,"Adizata","Early",0.8,0
"563",14.36085,39.10301667,0.5,2009,2010,"Betgebez","Early",0.8,0
"564",14.27076667,39.08091,0,2009,2010,"LaelayMegariaTsemri","Early",0.8,0
"565",14.2793,39.17853333,0,2002,2009,"Maysuru","Early",0.8,0
"566",14.32078333,39.22411667,0,2009,2010,"Sero","Early",0.8,0
"567",14.21841667,39.11961667,0.5,2002,2009,"TahtayDaeroka","Early",0.8,0
"568",14.30111667,39.07828333,0,2009,2010,"TahtayMegariaTsebri","Early",0.8,0
"569",12.527198,39.651575,NA,NA,NA,"Gerjale","Early",0.8,NA
"570",12.447477,39.65574,NA,NA,NA,"KuluGizeLemlem","Early",0.8,NA
"571",12.466214,39.650299,NA,NA,NA,"LaelayDayu","Early",0.8,NA
"572",12.398839,39.657985,NA,NA,NA,"Limaat","Early",0.8,NA
"573",12.414739,39.659153,NA,NA,NA,"SelamBekalsi","Early",0.8,NA
"574",12.358934,39.657374,0,2008,2011,"SelenWuha","Early",0.8,-0.5
"575",13.81893333,39.72011667,NA,NA,NA,"BarkaAdiswha","Early",0.8,NA
"576",13.9,39.742,NA,NA,NA,"FelegeWayane","Early",0.8,NA
"577",13.87976667,39.73488333,NA,NA,NA,"Golgolemalee","Early",0.8,NA
"578",13.81136667,39.6867,NA,NA,NA,"Habees","Early",0.8,NA
"579",13.94443333,39.72905,NA,NA,NA,"RubaFelege","Early",0.8,NA
"580",13.8,39.5,0.5,2002,2011,"AbrahaAtsbaha","Early",0.8,0
"581",13.82423333,39.61081667,0.5,2002,2008,"AdiKisandid","Early",0.8,0
"582",13.75331667,39.54968333,0.5,2002,2008,"Aynalem","Early",0.8,0
"583",13.78058333,39.58768333,0.5,2002,2008,"Genfel","Early",0.8,0
"584",13.69048333,39.55716667,0.5,2002,2008,"MahbereWeyane","Early",0.8,0.5
"585",13.87613333,39.59755,0.5,2002,2008,"Nagash","Early",0.8,0.5
"586",13.733,39.087,0.5,2009,2010,"AdiHa","Early",0.8,0
"587",13.7,38.9,0,2003,2009,"Atakilti","Early",0.8,0
"588",13.744,39.136,0.5,2009,2010,"AwetBikalsi","Early",0.8,0
"589",13.62643333,38.92838333,0,2002,2009,"Begashek","Early",0.8,0
"590",13.6,39,0,2009,2012,"DebreGenetK","Early",0.8,0
"591",13.69308333,38.89091667,0,2003,2009,"Menji","Early",0.8,0
"592",12.42191667,39.67775,NA,NA,NA,"AdisKigni","Early",0.8,NA
"593",12.43026667,39.742,NA,NA,NA,"Bala","Early",0.8,NA
"594",12.86883333,39.67121667,NA,NA,NA,"Ebo","Early",0.8,NA
"595",12.8383,39.716,NA,NA,NA,"Hawelti","Early",0.8,NA
"596",12.5342,39.73416667,NA,NA,NA,"Korme","Early",0.8,NA
"597",12.76645,39.811,NA,NA,NA,"Mechare","Early",0.8,NA
"598",12.79798333,39.65126667,NA,NA,NA,"Tsigea","Early",0.8,NA
"599",12.44273333,39.80076667,NA,NA,NA,"Ulaga","Early",0.8,NA
"600",14.2107,39.61543333,1,2002,2009,"Asmena","Early",0.8,1
"601",14.01175,39.59356667,0.5,2002,2008,"GuemseAgamet","Early",0.8,0
"602",14.127,39.583,NA,NA,NA,"HadushAdi","Early",0.8,NA
"603",14.2,39.6,1,2002,2009,"HadushHiwet","Early",0.8,1
"604",13.96051667,39.59608333,0.5,2002,2008,"Sendada","Early",0.8,0
"605",14.01175,39.59356667,0.5,2002,2008,"Sinkata","Early",0.8,0
"606",13.348441,39.236951,0.5,2002,2009,"AdekeAla","Early",0.8,-0.5
"607",13.308802,39.229,0.5,2002,2009,"AdisAlemS","Early",0.8,-0.5
"608",13.3,39.2,0.5,2002,2009,"AmdiWeyane","Early",0.8,-0.5
"609",13.28738,39.177571,0.5,2002,2009,"HintsaWaza","Early",0.8,-0.5
"610",13.254226,39.242201,0.5,2002,2009,"MayTeklia","Early",0.8,-0.5
"611",13.237814,39.187599,0.5,2004,2009,"MetkelLemat","Early",0.8,0
"612",13.43246667,38.96085,0,2009,2011,"Gera","Early",0.8,0
"613",13.4,39,0,2009,2011,"ImbaRufael","Early",0.8,0
"614",13.24661667,39.04156667,0,2004,2009,"Lemlem","Early",0.8,0
"615",13.19138333,38.99416667,0,2004,2009,"Mearey","Early",0.8,0
"616",14.1,39.2,0,2009,2010,"AdisAlemW","Early",0.8,0
"617",14.06666667,39.02396667,0,2005,2009,"Endachiwa","Early",0.8,0
"618",14,39.1,1,2004,2009,"Endagahamus","Early",0.8,0.5
"619",14,39.1,1,2004,2009,"Maekelawi","Early",0.8,0.5
"620",13.9,38.9,0.5,2002,2009,"MaekelSegli","Early",0.8,0
"621",14,39,0,2009,2012,"Selam","Early",0.8,0
"622",14.1509,38.8504,0.5,2008,2009,"Bethans","Late",0.8,0
"623",14.107,38.963,1,2004,2009,"DebreGenetA","Late",0.8,0
"624",14.158,38.961,0.5,2008,2009,"EndaBagerima","Late",0.8,0
"625",14.23,39.015,1,2004,2009,"Gendebta","Late",0.8,0.5
"626",14.0524,38.9571,1,2004,2009,"MariamShewito","Late",0.8,0
"627",14.204,38.8843,0.5,2008,2009,"Seloda","Late",0.8,0
"628",14.0784,38.9704,1,2004,2009,"TahtayLegomti","Late",0.8,0
"629",14.2475,38.878,1,2004,2009,"Wedikeshi","Late",0.8,0.5
"630",14.19138333,39.07198333,0.5,2008,2009,"Adiyikoro","Late",0.8,0
"631",14.2262,39.08181667,1,2004,2009,"Adizata","Late",0.8,0.5
"632",14.36085,39.10301667,0.5,2004,2005,"Betgebez","Late",0.8,0
"633",14.27076667,39.08091,0.5,2004,2009,"LaelayMegariaTsemri","Late",0.8,0
"634",14.2793,39.17853333,0.5,2004,2009,"Maysuru","Late",0.8,0
"635",14.32078333,39.22411667,0.5,2004,2009,"Sero","Late",0.8,0
"636",14.21841667,39.11961667,0.5,2001,2009,"TahtayDaeroka","Late",0.8,0
"637",14.30111667,39.07828333,0.5,2004,2009,"TahtayMegariaTsebri","Late",0.8,0
"638",12.527198,39.651575,NA,NA,NA,"Gerjale","Late",0.8,NA
"639",12.447477,39.65574,NA,NA,NA,"KuluGizeLemlem","Late",0.8,NA
"640",12.466214,39.650299,NA,NA,NA,"LaelayDayu","Late",0.8,NA
"641",12.398839,39.657985,NA,NA,NA,"Limaat","Late",0.8,NA
"642",12.414739,39.659153,NA,NA,NA,"SelamBekalsi","Late",0.8,NA
"643",12.358934,39.657374,0.5,2004,2009,"SelenWuha","Late",0.8,0
"644",13.81893333,39.72011667,NA,NA,NA,"BarkaAdiswha","Late",0.8,NA
"645",13.9,39.742,NA,NA,NA,"FelegeWayane","Late",0.8,NA
"646",13.87976667,39.73488333,NA,NA,NA,"Golgolemalee","Late",0.8,NA
"647",13.81136667,39.6867,NA,NA,NA,"Habees","Late",0.8,NA
"648",13.94443333,39.72905,NA,NA,NA,"RubaFelege","Late",0.8,NA
"649",13.8,39.5,0.5,2004,2009,"AbrahaAtsbaha","Late",0.8,0
"650",13.82423333,39.61081667,1,2004,2009,"AdiKisandid","Late",0.8,0.5
"651",13.75331667,39.54968333,NA,NA,NA,"Aynalem","Late",0.8,NA
"652",13.78058333,39.58768333,1,2004,2009,"Genfel","Late",0.8,0.5
"653",13.69048333,39.55716667,1,2004,2009,"MahbereWeyane","Late",0.8,0
"654",13.87613333,39.59755,1,2004,2009,"Nagash","Late",0.8,0.5
"655",13.733,39.087,1,2004,2009,"AdiHa","Late",0.8,0
"656",13.7,38.9,0,2002,2008,"Atakilti","Late",0.8,-0.5
"657",13.744,39.136,1,2004,2009,"AwetBikalsi","Late",0.8,0
"658",13.62643333,38.92838333,0.5,2002,2009,"Begashek","Late",0.8,0
"659",13.6,39,0.5,2002,2009,"DebreGenetK","Late",0.8,0
"660",13.69308333,38.89091667,0,2002,2008,"Menji","Late",0.8,-0.5
"661",12.42191667,39.67775,NA,NA,NA,"AdisKigni","Late",0.8,NA
"662",12.43026667,39.742,NA,NA,NA,"Bala","Late",0.8,NA
"663",12.86883333,39.67121667,NA,NA,NA,"Ebo","Late",0.8,NA
"664",12.8383,39.716,NA,NA,NA,"Hawelti","Late",0.8,NA
"665",12.5342,39.73416667,NA,NA,NA,"Korme","Late",0.8,NA
"666",12.76645,39.811,NA,NA,NA,"Mechare","Late",0.8,NA
"667",12.79798333,39.65126667,NA,NA,NA,"Tsigea","Late",0.8,NA
"668",12.44273333,39.80076667,NA,NA,NA,"Ulaga","Late",0.8,NA
"669",14.2107,39.61543333,0.5,2003,2004,"Asmena","Late",0.8,0
"670",14.01175,39.59356667,0.5,2004,2009,"GuemseAgamet","Late",0.8,0
"671",14.127,39.583,NA,NA,NA,"HadushAdi","Late",0.8,NA
"672",14.2,39.6,0.5,2008,2012,"HadushHiwet","Late",0.8,0
"673",13.96051667,39.59608333,0.5,2004,2009,"Sendada","Late",0.8,0
"674",14.01175,39.59356667,0.5,2004,2009,"Sinkata","Late",0.8,0
"675",13.348441,39.236951,0.5,2004,2009,"AdekeAla","Late",0.8,-0.5
"676",13.308802,39.229,0.5,2004,2009,"AdisAlemS","Late",0.8,-0.5
"677",13.3,39.2,0.5,2004,2009,"AmdiWeyane","Late",0.8,-0.5
"678",13.28738,39.177571,0.5,2004,2009,"HintsaWaza","Late",0.8,-0.5
"679",13.254226,39.242201,0.5,2004,2009,"MayTeklia","Late",0.8,-0.5
"680",13.237814,39.187599,1,2004,2009,"MetkelLemat","Late",0.8,0
"681",13.43246667,38.96085,0,2002,2008,"Gera","Late",0.8,0
"682",13.4,39,0,2002,2008,"ImbaRufael","Late",0.8,0
"683",13.24661667,39.04156667,0.5,2004,2008,"Lemlem","Late",0.8,0.5
"684",13.19138333,38.99416667,0.5,2004,2008,"Mearey","Late",0.8,0.5
"685",14.1,39.2,0.5,2004,2009,"AdisAlemW","Late",0.8,0
"686",14.06666667,39.02396667,1,2004,2009,"Endachiwa","Late",0.8,0
"687",14,39.1,0.5,2004,2008,"Endagahamus","Late",0.8,-0.5
"688",14,39.1,0.5,2004,2008,"Maekelawi","Late",0.8,-0.5
"689",13.9,38.9,1,2004,2009,"MaekelSegli","Late",0.8,0.5
"690",14,39,1,2004,2009,"Selam","Late",0.8,0.5
